session ID,session_duration,total_pages_viewed,main_category_count,clothing_models_count,avg_price,max_price,min_price,price_range,country,cluster
20032,3,1,2,3,38.0,38,38,0,29,1
20033,9,4,2,9,44.111111111111114,62,26,36,29,0
20034,1,1,1,1,67.0,67,67,0,29,3
20035,6,1,2,6,46.833333333333336,82,28,54,29,0
20036,1,1,1,1,28.0,28,28,0,29,1
20037,2,1,1,2,40.5,43,38,5,29,1
20038,12,2,3,8,52.5,62,43,19,29,0
20039,4,2,1,4,54.75,67,38,29,29,3
20040,2,2,1,2,40.5,43,38,5,29,1
20041,2,2,1,2,38.0,48,28,20,29,1
20042,2,1,2,2,40.5,43,38,5,29,1
20043,4,2,1,4,52.5,67,38,29,29,3
20044,5,1,2,5,37.0,43,28,15,29,1
20045,5,1,1,5,40.4,65,28,37,29,0
20046,1,1,1,1,43.0,43,43,0,29,1
20047,3,1,2,2,41.333333333333336,48,38,10,29,1
20048,13,1,1,13,38.38461538461539,48,23,25,29,1
20049,14,2,4,13,42.785714285714285,62,28,34,29,0
20050,2,1,1,2,64.5,67,62,5,29,3
20051,11,2,2,6,47.09090909090909,67,28,39,29,0
20052,2,1,1,2,43.0,43,43,0,29,1
20053,7,1,3,7,34.42857142857143,48,23,25,29,0
20054,3,1,1,3,44.333333333333336,52,38,14,29,1
20055,3,1,3,3,54.0,62,48,14,29,3
20056,4,3,3,4,41.5,52,33,19,29,0
20057,1,1,1,1,48.0,48,48,0,29,3
20058,21,3,2,12,49.476190476190474,82,28,54,29,0
20059,9,2,2,8,45.0,82,28,54,29,0
20060,1,1,1,1,62.0,62,62,0,29,3
20061,1,1,1,1,62.0,62,62,0,29,3
20062,1,1,1,1,38.0,38,38,0,29,1
20063,8,2,1,8,46.375,67,33,34,29,0
20064,1,1,1,1,33.0,33,33,0,29,1
20065,6,1,2,5,39.666666666666664,48,28,20,29,1
20066,2,1,1,2,38.0,48,28,20,29,1
20067,19,4,4,19,40.473684210526315,57,28,29,29,2
20068,13,5,2,13,39.84615384615385,57,28,29,29,0
20069,8,2,3,8,50.625,67,33,34,29,0
20070,1,1,1,1,43.0,43,43,0,29,1
20071,5,2,1,5,47.6,57,33,24,29,0
20072,1,1,1,1,43.0,43,43,0,29,1
20073,1,1,1,1,43.0,43,43,0,29,1
20074,1,1,1,1,48.0,48,48,0,29,3
20075,11,2,2,10,43.0,65,23,42,29,0
20076,1,1,1,1,62.0,62,62,0,29,3
20077,1,1,1,1,43.0,43,43,0,29,1
20078,1,1,1,1,48.0,48,48,0,29,3
20079,2,1,1,2,33.0,33,33,0,29,1
20080,4,2,2,4,49.0,82,28,54,9,0
20081,4,1,2,3,53.75,72,43,29,9,3
20082,8,2,2,8,48.75,67,28,39,29,0
20083,3,3,1,3,46.666666666666664,57,33,24,29,0
20084,9,2,1,9,35.77777777777778,48,23,25,29,1
20085,5,2,2,5,54.8,62,33,29,29,0
20086,3,2,1,3,44.333333333333336,57,38,19,27,3
20087,4,2,3,4,35.25,52,23,29,29,0
20088,1,1,1,1,48.0,48,48,0,29,3
20089,3,2,2,2,33.0,33,33,0,21,1
20090,4,1,2,4,52.75,72,43,29,29,3
20091,7,3,2,7,52.0,77,33,44,29,0
20092,5,1,3,4,58.4,82,48,34,46,3
20093,3,1,2,2,41.333333333333336,48,28,20,29,1
20094,2,2,2,2,50.0,62,38,24,29,0
20095,3,1,1,3,49.333333333333336,82,28,54,29,0
20096,1,1,1,1,43.0,43,43,0,29,1
20097,7,3,4,7,46.57142857142857,62,38,24,29,0
20098,1,1,1,1,28.0,28,28,0,46,1
20099,1,1,1,1,62.0,62,62,0,29,3
20100,3,2,3,3,52.333333333333336,62,43,19,29,0
20101,6,3,1,5,43.333333333333336,57,28,29,9,0
20102,4,3,2,4,54.75,82,23,59,9,0
20103,8,1,1,8,45.0,72,28,44,9,0
20104,12,4,2,10,42.083333333333336,72,28,44,29,0
20105,6,1,2,6,45.333333333333336,62,38,24,29,0
20106,6,3,1,6,44.333333333333336,62,28,34,9,0
20107,5,1,3,5,43.8,72,23,49,29,0
20108,5,3,3,5,50.4,62,38,24,29,0
20109,5,2,3,5,39.8,52,33,19,29,0
20110,9,2,3,9,51.888888888888886,82,28,54,29,0
20111,1,1,1,1,48.0,48,48,0,29,3
20112,2,1,1,2,48.0,48,48,0,29,3
20113,2,2,1,2,40.5,43,38,5,29,1
20114,7,2,2,6,40.0,57,28,29,29,0
20115,5,2,2,4,56.6,82,33,49,29,0
20116,3,1,2,2,62.333333333333336,72,43,29,29,3
20117,3,1,2,3,60.666666666666664,82,43,39,29,3
20118,4,3,2,4,42.75,57,28,29,29,0
20119,1,1,1,1,33.0,33,33,0,29,1
20120,2,2,2,2,55.0,67,43,24,29,3
20121,2,1,1,2,54.5,57,52,5,29,3
20122,2,1,1,2,50.0,67,33,34,29,3
20123,2,1,1,2,45.0,52,38,14,24,1
20124,6,3,3,6,38.833333333333336,48,23,25,29,0
20125,5,2,2,5,51.4,67,38,29,29,0
20126,4,1,2,4,50.75,82,23,59,29,0
20127,17,2,4,17,49.0,82,28,54,29,2
20128,18,2,2,17,48.111111111111114,82,28,54,29,0
20129,1,1,1,1,62.0,62,62,0,29,3
20130,2,2,1,2,48.0,48,48,0,29,3
20131,5,2,1,5,47.6,67,38,29,29,0
20132,6,1,3,6,43.666666666666664,52,33,19,29,0
20133,7,3,3,7,38.714285714285715,48,23,25,29,0
20134,8,1,1,7,44.625,72,28,44,9,0
20135,19,4,4,18,36.78947368421053,57,23,34,29,2
20136,2,1,2,2,40.5,43,38,5,29,1
20137,2,1,1,2,57.5,72,43,29,29,3
20138,13,3,3,13,43.53846153846154,62,28,34,29,0
20139,46,4,3,42,41.17391304347826,82,23,59,29,2
20140,28,3,4,28,40.57142857142857,67,23,44,29,2
20141,3,3,2,3,39.666666666666664,48,28,20,29,0
20142,2,1,1,2,38.0,43,33,10,29,1
20143,1,1,1,1,67.0,67,67,0,29,3
20144,5,4,3,5,39.8,62,28,34,29,0
20145,2,1,1,1,23.0,23,23,0,29,1
20146,30,2,1,13,47.56666666666667,67,38,29,29,0
20147,10,4,4,10,47.0,67,28,39,29,0
20148,8,5,2,8,45.25,62,23,39,29,0
20149,1,1,1,1,38.0,38,38,0,29,1
20150,1,1,1,1,38.0,38,38,0,29,1
20151,13,2,3,13,41.0,72,23,49,29,0
20152,16,5,3,16,38.25,67,28,39,29,2
20153,2,2,1,2,45.0,62,28,34,29,0
20154,3,2,1,3,47.666666666666664,57,38,19,29,3
20155,17,3,3,17,46.94117647058823,67,28,39,29,2
20156,27,5,3,24,39.148148148148145,60,20,40,29,2
20157,9,4,4,9,45.55555555555556,82,28,54,29,0
20158,11,4,3,9,41.18181818181818,82,28,54,29,0
20159,6,4,2,6,47.5,62,28,34,29,0
20160,1,1,1,1,38.0,38,38,0,29,1
20161,2,1,1,2,38.0,38,38,0,29,1
20162,5,1,2,5,45.2,60,28,32,29,0
20163,10,3,3,10,48.2,67,20,47,29,0
20164,13,3,1,11,48.53846153846154,72,28,44,29,0
20165,1,1,1,1,28.0,28,28,0,29,1
20166,7,2,3,7,52.0,62,28,34,29,0
20167,42,5,2,27,41.26190476190476,82,28,54,29,2
20168,17,4,3,17,39.8235294117647,62,23,39,29,2
20169,4,3,1,4,41.0,57,26,31,29,0
20170,7,2,3,6,42.857142857142854,62,28,34,29,0
20171,8,1,4,8,48.875,67,28,39,29,0
20172,18,5,3,18,37.0,65,23,42,29,2
20173,3,1,1,2,60.666666666666664,72,38,34,29,3
20174,3,1,1,3,57.333333333333336,67,43,24,29,3
20175,7,3,2,7,50.285714285714285,67,28,39,29,0
20176,7,3,2,7,42.0,62,28,34,29,0
20177,3,1,1,3,49.333333333333336,62,43,19,29,3
20178,7,3,2,7,39.42857142857143,48,28,20,29,0
20179,3,1,1,3,50.666666666666664,62,38,24,29,3
20180,2,2,1,2,38.0,48,28,20,29,1
20181,3,1,1,1,57.0,57,57,0,29,3
20182,6,1,3,6,40.5,48,33,15,29,1
20183,5,1,2,4,47.4,57,28,29,29,0
20184,3,1,1,3,54.0,62,38,24,29,3
20185,2,1,2,2,35.5,43,28,15,29,1
20186,2,1,1,2,33.0,33,33,0,29,1
20187,2,1,1,2,45.5,48,43,5,29,3
20188,3,1,1,3,57.0,67,52,15,29,3
20189,8,3,3,8,53.625,62,33,29,29,0
20190,1,1,1,1,43.0,43,43,0,29,1
20191,5,1,1,3,49.4,67,38,29,29,3
20192,2,2,1,2,52.5,62,43,19,46,3
20193,4,2,2,4,53.75,67,38,29,29,0
20194,10,4,3,10,46.7,62,38,24,29,0
20195,6,2,2,6,54.666666666666664,62,43,19,29,3
20196,12,3,4,9,44.083333333333336,52,28,24,29,0
20197,4,1,3,3,44.0,52,38,14,29,0
20198,1,1,1,1,38.0,38,38,0,29,1
20199,1,1,1,1,28.0,28,28,0,29,1
20200,4,1,2,4,45.25,72,28,44,29,0
20201,2,1,1,2,40.5,43,38,5,29,1
20202,4,1,2,4,42.75,62,23,39,29,0
20203,5,3,2,5,46.6,57,33,24,29,0
20204,12,4,1,12,39.0,48,20,28,29,0
20205,2,1,2,2,38.0,48,28,20,29,1
20206,2,1,1,2,57.5,72,43,29,29,3
20207,25,4,2,21,47.28,82,28,54,29,2
20208,6,3,3,6,52.333333333333336,62,33,29,44,0
20209,15,4,2,9,42.53333333333333,57,28,29,29,0
20210,6,1,3,6,50.0,82,28,54,29,0
20211,6,1,2,6,45.333333333333336,82,33,49,29,0
20212,3,1,1,3,50.666666666666664,62,38,24,29,3
20213,6,1,2,6,36.333333333333336,43,23,20,29,1
20214,12,4,3,12,43.916666666666664,62,20,42,29,0
20215,17,1,1,14,49.8235294117647,82,28,54,29,0
20216,2,1,1,2,52.5,62,43,19,29,3
20217,17,5,3,14,39.8235294117647,57,23,34,29,2
20218,3,3,2,3,42.666666666666664,57,33,24,46,0
20219,1,1,1,1,38.0,38,38,0,46,1
20220,6,1,3,4,40.5,48,33,15,29,1
20221,4,1,1,2,43.0,43,43,0,21,1
20222,1,1,1,1,48.0,48,48,0,29,3
20223,7,1,1,7,39.42857142857143,48,23,25,29,1
20224,7,1,2,7,52.57142857142857,67,38,29,24,0
20225,5,1,2,5,40.0,48,28,20,46,1
20226,3,2,2,2,36.333333333333336,43,33,10,29,1
20227,5,3,1,5,52.4,62,38,24,29,0
20228,3,2,2,3,46.0,57,33,24,29,0
20229,4,2,1,4,43.0,48,38,10,29,1
20230,3,1,1,3,44.333333333333336,62,28,34,46,0
20231,5,2,2,5,39.0,48,28,20,29,1
20232,5,3,3,5,38.8,67,23,44,29,0
20233,1,1,1,1,43.0,43,43,0,29,1
20234,9,3,3,9,48.666666666666664,67,33,34,29,0
20235,3,1,1,3,46.0,62,38,24,29,3
20236,39,3,4,39,47.15384615384615,82,28,54,29,2
20237,5,2,1,4,47.6,62,38,24,29,3
20238,6,3,2,6,51.5,62,33,29,29,0
20239,1,1,1,1,43.0,43,43,0,29,1
20240,3,1,1,3,42.0,60,28,32,29,0
20241,10,4,3,10,43.7,67,28,39,29,0
20242,6,2,2,6,52.5,67,43,24,29,3
20243,15,3,3,15,47.86666666666667,67,28,39,29,0
20244,2,1,1,2,59.5,62,57,5,29,3
20245,10,1,3,10,44.7,62,28,34,29,0
20246,14,3,2,14,52.785714285714285,67,38,29,9,0
20247,2,1,1,2,50.0,62,38,24,29,3
20248,6,3,2,6,55.333333333333336,77,38,39,16,0
20249,3,1,1,3,52.666666666666664,82,33,49,29,0
20250,4,1,1,3,45.25,82,28,54,29,0
20251,6,1,1,5,45.333333333333336,72,28,44,9,0
20252,22,3,2,7,57.0,67,38,29,38,0
20253,3,1,1,3,55.666666666666664,67,38,29,29,3
20254,2,1,1,1,52.0,52,52,0,29,3
20255,14,3,3,14,49.5,67,28,39,29,0
20256,5,3,3,5,43.8,67,28,39,39,0
20257,12,3,2,12,49.75,62,28,34,9,0
20258,9,4,1,9,44.44444444444444,57,28,29,9,0
20259,7,3,1,7,30.857142857142858,43,23,20,29,1
20260,3,3,2,3,50.666666666666664,57,43,14,29,3
20261,31,5,4,21,42.61290322580645,62,23,39,24,2
20262,2,2,1,2,40.5,43,38,5,44,1
20263,1,1,1,1,43.0,43,43,0,29,1
20264,10,3,3,10,47.6,72,28,44,24,0
20265,11,3,3,10,52.09090909090909,82,28,54,16,0
20266,3,3,2,3,43.0,48,33,15,29,0
20267,9,4,3,9,35.77777777777778,48,23,25,29,0
20268,3,3,1,3,42.666666666666664,52,28,24,29,0
20269,2,2,1,2,40.5,43,38,5,41,1
20270,9,3,2,5,38.44444444444444,57,26,31,20,0
20271,3,3,1,3,39.333333333333336,57,28,29,9,0
20272,3,1,2,3,44.333333333333336,57,38,19,29,3
20273,7,3,3,7,48.285714285714285,62,28,34,9,0
20274,2,1,2,2,43.0,48,38,10,9,1
20275,4,1,1,3,58.25,62,52,10,9,3
20276,1,1,1,1,28.0,28,28,0,16,1
20277,4,1,1,4,40.5,43,38,5,29,1
20278,4,1,2,4,55.0,72,43,29,29,3
20279,9,2,1,9,48.0,72,28,44,29,0
20280,2,1,1,2,38.0,38,38,0,29,1
20281,2,2,2,2,38.0,43,33,10,24,1
20282,2,1,1,2,45.0,62,28,34,29,0
20283,2,1,1,2,54.5,57,52,5,24,3
20284,1,1,1,1,43.0,43,43,0,29,1
20285,6,4,2,6,37.0,62,28,34,29,0
20286,8,3,2,8,39.75,62,23,39,9,0
20287,6,2,3,6,51.5,62,43,19,24,0
20288,6,3,1,6,52.333333333333336,62,28,34,29,0
20289,6,2,2,6,50.0,62,38,24,29,0
20290,7,1,2,7,37.285714285714285,48,28,20,29,1
20291,2,1,1,2,35.5,43,28,15,29,1
20292,1,1,1,1,38.0,38,38,0,41,1
20293,7,4,1,7,35.857142857142854,43,28,15,29,1
20294,11,2,2,7,46.0,62,28,34,24,0
20295,1,1,1,1,43.0,43,43,0,24,1
20296,9,4,2,9,37.333333333333336,72,28,44,24,0
20297,16,4,3,16,44.25,72,28,44,9,2
20298,1,1,1,1,48.0,48,48,0,9,3
20299,12,1,3,11,42.083333333333336,62,33,29,29,0
20300,2,1,2,2,35.5,43,28,15,29,1
20301,10,1,3,9,45.7,52,38,14,29,0
20302,7,1,1,7,49.714285714285715,72,28,44,29,0
20303,4,1,1,4,50.25,82,38,44,29,0
20304,4,1,2,4,41.5,62,28,34,29,0
20305,2,1,1,1,43.0,43,43,0,29,1
20306,1,1,1,1,28.0,28,28,0,29,1
20307,1,1,1,1,57.0,57,57,0,29,3
20308,3,2,1,3,38.0,43,33,10,29,1
20309,3,1,1,1,62.0,62,62,0,29,3
20310,4,2,1,4,38.0,43,33,10,29,1
20311,2,1,1,2,47.5,57,38,19,29,3
20312,7,3,2,7,32.714285714285715,48,23,25,29,0
20313,3,2,1,3,51.0,67,38,29,29,3
20314,5,1,2,5,43.8,62,28,34,29,0
20315,3,2,1,3,36.333333333333336,48,28,20,29,1
20316,1,1,1,1,43.0,43,43,0,29,1
20317,4,2,2,4,35.5,43,23,20,29,1
20318,11,2,2,11,47.09090909090909,57,33,24,29,0
20319,13,3,2,12,42.76923076923077,72,28,44,9,0
20320,1,1,1,1,43.0,43,43,0,29,1
20321,4,2,1,4,41.75,48,38,10,29,1
20322,4,1,2,4,43.0,48,33,15,29,1
20323,14,4,3,14,43.642857142857146,67,28,39,29,0
20324,9,4,1,9,36.888888888888886,48,23,25,29,0
20325,7,2,3,6,36.57142857142857,43,28,15,29,1
20326,2,1,1,1,38.0,38,38,0,29,1
20327,4,4,2,4,39.75,50,28,22,29,0
20328,8,2,1,2,47.75,62,43,19,29,3
20329,14,4,3,14,42.0,57,26,31,29,0
20330,8,3,3,8,39.25,48,28,20,29,0
20331,1,1,1,1,62.0,62,62,0,29,3
20332,6,2,1,6,54.0,62,38,24,29,3
20333,1,1,1,1,62.0,62,62,0,29,3
20334,8,4,2,8,47.625,67,28,39,29,0
20335,6,3,3,6,51.666666666666664,82,28,54,29,0
20336,27,3,3,20,39.96296296296296,82,23,59,29,2
20337,7,3,3,7,37.857142857142854,62,23,39,29,0
20338,5,3,2,5,60.4,82,38,44,29,0
20339,1,1,1,1,28.0,28,28,0,29,1
20340,12,3,3,11,53.0,82,28,54,29,0
20341,17,5,2,15,38.23529411764706,52,20,32,29,2
20342,4,2,2,3,50.0,62,43,19,29,3
20343,1,1,1,1,38.0,38,38,0,29,1
20344,4,2,1,4,47.5,62,28,34,29,0
20345,12,4,4,12,43.583333333333336,62,33,29,29,0
20346,7,3,2,6,46.285714285714285,57,28,29,29,0
20347,7,2,1,7,40.142857142857146,48,23,25,29,1
20348,3,1,1,2,52.0,52,52,0,29,3
20349,12,2,4,11,45.25,67,28,39,29,0
20350,1,1,1,1,82.0,82,82,0,29,3
20351,5,1,1,5,57.0,82,38,44,29,3
20352,12,4,4,12,38.333333333333336,57,28,29,29,0
20353,1,1,1,1,28.0,28,28,0,24,1
20354,2,2,2,2,52.5,57,48,9,29,3
20355,25,4,3,21,38.44,65,23,42,29,2
20356,6,1,1,3,26.333333333333332,38,23,15,29,1
20357,3,2,2,3,47.666666666666664,57,43,14,29,3
20358,1,1,1,1,62.0,62,62,0,29,3
20359,4,1,2,4,46.5,62,38,24,29,0
20360,11,4,3,10,50.63636363636363,62,28,34,9,0
20361,8,2,3,8,46.125,82,23,59,29,0
20362,1,1,1,1,33.0,33,33,0,29,1
20363,3,1,1,3,49.0,52,43,9,29,3
20364,2,2,1,2,39.0,50,28,22,29,1
20365,1,1,1,1,38.0,38,38,0,29,1
20366,1,1,1,1,33.0,33,33,0,29,1
20367,7,2,1,5,46.142857142857146,57,38,19,29,3
20368,2,2,1,2,40.5,43,38,5,29,1
20369,3,1,1,3,52.666666666666664,82,38,44,29,3
20370,5,3,2,5,37.2,52,20,32,29,0
20371,1,1,1,1,57.0,57,57,0,29,3
20372,10,4,3,10,55.3,62,48,14,9,0
20373,7,2,1,7,53.714285714285715,67,38,29,29,3
20374,8,3,1,8,49.375,62,33,29,29,0
20375,2,1,1,2,47.5,57,38,19,29,3
20376,9,4,1,9,37.44444444444444,48,28,20,29,0
20377,15,5,1,14,35.0,48,23,25,29,0
20378,15,5,4,15,38.53333333333333,57,28,29,29,2
20379,1,1,1,1,38.0,38,38,0,29,1
20380,9,2,3,5,31.22222222222222,52,23,29,29,0
20381,4,2,2,4,40.25,62,23,39,29,0
20382,9,4,3,9,44.44444444444444,62,28,34,29,0
20383,5,1,2,2,54.6,72,43,29,29,3
20384,7,1,3,6,57.285714285714285,72,33,39,29,0
20385,4,1,1,4,47.0,62,28,34,29,0
20386,3,1,1,3,42.666666666666664,52,38,14,29,1
20387,5,2,2,5,41.8,62,23,39,29,0
20388,1,1,1,1,48.0,48,48,0,29,3
20389,1,1,1,1,48.0,48,48,0,29,3
20390,1,1,1,1,43.0,43,43,0,24,1
20391,1,1,1,1,52.0,52,52,0,29,3
20392,3,1,1,3,55.333333333333336,57,52,5,29,3
20393,5,1,1,5,56.2,67,38,29,29,3
20394,3,1,1,3,51.0,67,38,29,29,3
20395,2,1,1,2,30.5,33,28,5,29,1
20396,1,1,1,1,82.0,82,82,0,29,3
20397,3,2,2,3,63.0,67,60,7,29,3
20398,4,3,1,4,38.25,57,18,39,2,0
20399,2,1,1,2,52.5,67,38,29,29,3
20400,4,2,3,4,39.25,43,38,5,29,1
20401,1,1,1,1,48.0,48,48,0,29,3
20402,77,3,2,76,47.8051948051948,82,28,54,29,2
20403,2,1,1,2,51.5,60,43,17,29,3
20404,1,1,1,1,62.0,62,62,0,24,3
20405,9,3,4,9,44.888888888888886,67,28,39,29,0
20406,29,5,3,26,41.37931034482759,57,28,29,29,2
20407,2,1,1,2,40.5,43,38,5,29,1
20408,1,1,1,1,67.0,67,67,0,29,3
20409,40,4,4,37,50.725,82,20,62,29,2
20410,6,1,3,6,41.166666666666664,62,28,34,29,0
20411,1,1,1,1,57.0,57,57,0,29,3
20412,1,1,1,1,62.0,62,62,0,29,3
20413,27,4,4,26,43.0,82,20,62,29,2
20414,3,2,1,3,36.333333333333336,38,33,5,29,1
20415,11,4,3,11,41.54545454545455,62,28,34,29,0
20416,9,1,3,9,41.0,52,23,29,29,0
20417,1,1,1,1,43.0,43,43,0,29,1
20418,4,2,1,3,56.25,72,38,34,29,3
20419,6,1,1,6,44.0,62,28,34,29,0
20420,3,3,1,3,42.0,60,28,32,29,0
20421,2,2,2,2,59.5,67,52,15,9,3
20422,1,1,1,1,43.0,43,43,0,29,1
20423,14,3,3,12,46.714285714285715,62,20,42,29,0
20424,1,1,1,1,43.0,43,43,0,29,1
20425,2,1,2,2,43.0,48,38,10,29,1
20426,1,1,1,1,33.0,33,33,0,29,1
20427,3,1,1,3,52.666666666666664,72,43,29,9,3
20428,3,1,1,3,56.666666666666664,72,38,34,9,3
20429,7,1,1,5,40.714285714285715,62,28,34,24,0
20430,3,1,1,3,38.0,43,28,15,9,1
20431,17,4,2,17,40.1764705882353,65,28,37,29,2
20432,1,1,1,1,43.0,43,43,0,9,1
20433,6,1,2,6,39.333333333333336,57,23,34,46,0
20434,2,1,1,2,43.0,43,43,0,9,1
20435,1,1,1,1,43.0,43,43,0,29,1
20436,4,1,2,4,45.25,62,33,29,29,0
20437,6,1,3,6,48.666666666666664,62,38,24,29,0
20438,1,1,1,1,43.0,43,43,0,9,1
20439,2,1,2,2,45.5,48,43,5,29,1
20440,12,2,1,11,55.083333333333336,67,38,29,9,0
20441,9,3,2,8,44.44444444444444,57,33,24,46,0
20442,2,1,2,2,40.0,52,28,24,29,1
20443,12,2,2,10,52.0,67,38,29,29,0
20444,4,2,1,4,51.25,62,38,24,9,3
20445,2,1,1,1,57.0,57,57,0,29,3
20446,8,3,2,7,53.625,82,28,54,9,0
20447,10,4,3,9,44.6,62,26,36,9,0
20448,3,1,1,3,54.333333333333336,82,38,44,24,3
20449,2,1,1,2,45.5,48,43,5,29,3
20450,3,2,1,3,46.0,62,38,24,29,3
20451,9,1,4,9,43.22222222222222,67,28,39,29,0
20452,1,1,1,1,43.0,43,43,0,29,1
20453,17,3,3,7,49.64705882352941,62,33,29,29,0
20454,1,1,1,1,38.0,38,38,0,29,1
20455,23,3,4,23,47.73913043478261,67,23,44,29,2
20456,2,1,1,2,35.5,48,23,25,29,1
20457,2,2,2,2,47.5,62,33,29,29,0
20458,19,3,1,9,39.578947368421055,48,28,20,29,0
20459,7,1,2,7,45.714285714285715,60,28,32,29,0
20460,1,1,1,1,20.0,20,20,0,9,1
20461,5,4,1,5,37.0,48,28,20,29,0
20462,18,3,4,15,45.833333333333336,62,28,34,29,2
20463,1,1,1,1,38.0,38,38,0,24,1
20464,1,1,1,1,38.0,38,38,0,29,1
20465,11,3,3,10,43.90909090909091,57,28,29,41,0
20466,20,3,4,20,45.9,62,18,44,29,2
20467,2,2,2,2,40.0,52,28,24,32,0
20468,3,2,1,3,54.0,67,38,29,24,3
20469,6,1,2,6,54.166666666666664,82,38,44,9,0
20470,9,2,3,9,45.333333333333336,62,23,39,29,0
20471,1,1,1,1,62.0,62,62,0,9,3
20472,5,3,3,5,43.0,48,38,10,29,0
20473,16,2,3,10,47.375,72,28,44,29,0
20474,11,4,3,9,48.54545454545455,82,28,54,29,0
20475,6,4,2,5,43.333333333333336,57,28,29,24,0
20476,16,2,4,16,42.75,67,28,39,29,0
20477,3,2,2,3,39.333333333333336,57,28,29,29,0
20478,3,3,2,3,46.666666666666664,82,20,62,9,0
20479,10,3,2,9,42.8,62,28,34,29,0
20480,3,2,1,3,46.0,62,38,24,41,3
20481,4,3,2,4,38.0,48,28,20,29,0
20482,36,4,4,35,47.47222222222222,67,23,44,29,2
20483,2,2,1,2,57.0,57,57,0,29,3
20484,3,1,1,2,38.0,38,38,0,29,1
20485,6,3,4,6,40.166666666666664,52,28,24,29,0
20486,3,1,1,3,31.333333333333332,38,28,10,29,1
20487,4,3,1,4,35.5,48,28,20,29,1
20488,14,3,3,10,41.785714285714285,55,26,29,36,0
20489,4,2,1,4,51.0,57,38,19,29,3
20490,16,4,3,16,41.0625,62,20,42,29,2
20491,7,3,3,7,51.857142857142854,82,28,54,29,0
20492,15,5,4,13,50.266666666666666,62,28,34,29,2
20493,2,2,1,2,35.5,38,33,5,9,1
20494,7,3,1,7,43.42857142857143,57,33,24,9,0
20495,2,1,1,2,60.0,82,38,44,28,3
20496,11,1,1,11,51.0,67,38,29,29,3
20497,1,1,1,1,48.0,48,48,0,24,3
20498,10,4,2,10,44.6,62,18,44,29,0
20499,1,1,1,1,38.0,38,38,0,29,1
20500,2,2,2,2,52.5,62,43,19,24,3
20501,11,5,3,9,50.81818181818182,82,28,54,29,0
20502,1,1,1,1,38.0,38,38,0,29,1
20503,1,1,1,1,62.0,62,62,0,9,3
20504,9,3,1,9,53.55555555555556,82,38,44,24,0
20505,6,3,2,6,44.166666666666664,57,23,34,29,0
20506,1,1,1,1,60.0,60,60,0,16,3
20507,5,2,1,5,42.0,48,28,20,29,1
20508,8,2,3,8,47.375,72,28,44,29,0
20509,19,4,3,19,37.0,57,18,39,29,2
20510,5,4,2,5,41.8,62,28,34,29,0
20511,2,1,1,2,52.5,67,38,29,29,3
20512,7,3,3,6,47.0,67,28,39,29,0
20513,27,3,2,21,47.81481481481482,82,28,54,29,2
20514,1,1,1,1,43.0,43,43,0,29,1
20515,1,1,1,1,38.0,38,38,0,29,1
20516,8,1,3,8,52.5,82,28,54,29,0
20517,2,1,1,2,57.0,62,52,10,29,3
20518,1,1,1,1,28.0,28,28,0,29,1
20519,2,1,2,2,47.5,52,43,9,29,3
20520,4,2,3,3,42.75,57,33,24,29,0
20521,5,3,3,4,43.6,57,28,29,29,0
20522,2,2,2,2,55.0,62,48,14,29,3
20523,2,1,1,2,38.0,48,28,20,29,1
20524,11,3,3,10,44.0,62,28,34,29,0
20525,15,4,1,10,39.333333333333336,48,28,20,29,0
20526,2,1,1,1,52.0,52,52,0,29,3
20527,6,2,3,6,40.333333333333336,67,23,44,29,0
20528,1,1,1,1,38.0,38,38,0,29,1
20529,1,1,1,1,52.0,52,52,0,29,3
20530,19,5,4,17,49.421052631578945,82,28,54,29,2
20531,2,1,2,2,47.5,52,43,9,29,3
20532,27,5,4,23,38.44444444444444,67,23,44,29,2
20533,7,1,2,6,44.0,62,28,34,29,0
20534,5,3,2,5,46.8,82,28,54,29,0
20535,4,1,1,3,56.75,62,43,19,29,3
20536,18,4,3,15,43.166666666666664,62,20,42,29,2
20537,2,2,1,2,62.0,62,62,0,29,3
20538,6,2,1,6,56.5,67,38,29,29,3
20539,3,1,2,3,46.0,57,38,19,29,3
20540,1,1,1,1,33.0,33,33,0,29,1
20541,1,1,1,1,67.0,67,67,0,29,3
20542,14,2,2,14,48.642857142857146,67,38,29,29,0
20543,1,1,1,1,57.0,57,57,0,29,3
20544,1,1,1,1,38.0,38,38,0,29,1
20545,12,2,2,12,47.083333333333336,67,28,39,29,0
20546,3,1,1,3,36.333333333333336,43,28,15,29,1
20547,1,1,1,1,62.0,62,62,0,29,3
20548,1,1,1,1,38.0,38,38,0,29,1
20549,3,1,2,2,46.0,62,38,24,41,0
20550,4,2,3,4,51.25,62,38,24,29,0
20551,18,3,4,18,44.72222222222222,62,28,34,29,2
20552,11,2,3,11,48.45454545454545,72,28,44,29,0
20553,2,1,1,2,30.5,33,28,5,29,1
20554,6,3,1,5,35.5,43,28,15,29,1
20555,2,2,2,2,43.0,48,38,10,29,1
20556,6,3,3,5,42.666666666666664,62,28,34,29,0
20557,8,3,2,8,46.125,62,28,34,29,0
20558,7,3,1,7,45.142857142857146,62,28,34,29,0
20559,16,4,3,16,39.6875,62,28,34,29,2
20560,5,4,2,5,38.0,48,28,20,29,0
20561,26,4,4,26,42.11538461538461,77,18,59,29,2
